longditude;laditude;lag
228.75;46.25;1
231.25;46.25;0
233.75;46.25;0
236.25;46.25;12
238.75;46.25;12
241.25;46.25;12
243.75;46.25;1
246.25;46.25;12
248.75;46.25;0
251.25;46.25;0
253.75;46.25;0
256.25;46.25;0
258.75;46.25;0
261.25;46.25;0
263.75;46.25;0
266.25;46.25;0
268.75;46.25;0
271.25;46.25;12
273.75;46.25;12
276.25;46.25;1
278.75;46.25;0
281.25;46.25;0
283.75;46.25;0
286.25;46.25;0
288.75;46.25;1
291.25;46.25;0
293.75;46.25;0
296.25;46.25;0
298.75;46.25;0
301.25;46.25;0
303.75;46.25;12
306.25;46.25;12
308.75;46.25;0
311.25;46.25;0
313.75;46.25;0
316.25;46.25;0
318.75;46.25;0
321.25;46.25;6
323.75;46.25;0
326.25;46.25;0
328.75;46.25;0
331.25;46.25;1
333.75;46.25;1
336.25;46.25;1
338.75;46.25;1
341.25;46.25;1
343.75;46.25;1
346.25;46.25;1
348.75;46.25;1
351.25;46.25;1
353.75;46.25;0
356.25;46.25;1
358.75;46.25;12
1.25;48.75;0
3.75;48.75;0
6.25;48.75;0
8.75;48.75;0
11.25;48.75;0
13.75;48.75;0
16.25;48.75;0
18.75;48.75;0
21.25;48.75;0
23.75;48.75;0
26.25;48.75;0
28.75;48.75;0
31.25;48.75;0
33.75;48.75;0
36.25;48.75;0
38.75;48.75;0
41.25;48.75;0
43.75;48.75;0
46.25;48.75;0
48.75;48.75;0
51.25;48.75;0
53.75;48.75;0
56.25;48.75;0
58.75;48.75;0
61.25;48.75;1
63.75;48.75;1
66.25;48.75;3
68.75;48.75;1
71.25;48.75;1
73.75;48.75;0
76.25;48.75;4
78.75;48.75;5
81.25;48.75;4
83.75;48.75;5
86.25;48.75;6
88.75;48.75;6
91.25;48.75;6
93.75;48.75;7
96.25;48.75;6
98.75;48.75;6
101.25;48.75;0
103.75;48.75;0
106.25;48.75;0
108.75;48.75;0
111.25;48.75;0
113.75;48.75;0
116.25;48.75;0
118.75;48.75;11
121.25;48.75;10
123.75;48.75;9
126.25;48.75;0
128.75;48.75;8
131.25;48.75;7
133.75;48.75;0
136.25;48.75;0
138.75;48.75;0
141.25;48.75;0
143.75;48.75;0
146.25;48.75;0
148.75;48.75;0
151.25;48.75;0
153.75;48.75;0
156.25;48.75;1
158.75;48.75;1
161.25;48.75;2
163.75;48.75;0
166.25;48.75;2
168.75;48.75;1
171.25;48.75;1
173.75;48.75;1
176.25;48.75;1
178.75;48.75;1
181.25;48.75;2
183.75;48.75;1
186.25;48.75;1
188.75;48.75;1
191.25;48.75;1
193.75;48.75;1
196.25;48.75;1
198.75;48.75;1
201.25;48.75;0
203.75;48.75;1
206.25;48.75;12
208.75;48.75;0
211.25;48.75;0
213.75;48.75;0
216.25;48.75;12
218.75;48.75;12
221.25;48.75;12
223.75;48.75;0
226.25;48.75;0
228.75;48.75;0
231.25;48.75;0
233.75;48.75;12
236.25;48.75;12
238.75;48.75;0
241.25;48.75;12
243.75;48.75;0
246.25;48.75;0
248.75;48.75;0
251.25;48.75;0
253.75;48.75;0
256.25;48.75;0
258.75;48.75;0
261.25;48.75;0
263.75;48.75;0
266.25;48.75;0
268.75;48.75;1
271.25;48.75;1
273.75;48.75;1
276.25;48.75;2
278.75;48.75;0
281.25;48.75;0
283.75;48.75;0
286.25;48.75;0
288.75;48.75;0
291.25;48.75;11
293.75;48.75;11
296.25;48.75;12
298.75;48.75;1
301.25;48.75;0
303.75;48.75;11
306.25;48.75;12
308.75;48.75;12
311.25;48.75;0
313.75;48.75;0
316.25;48.75;6
318.75;48.75;0
321.25;48.75;0
323.75;48.75;0
326.25;48.75;0
328.75;48.75;0
331.25;48.75;0
333.75;48.75;0
336.25;48.75;0
338.75;48.75;1
341.25;48.75;1
343.75;48.75;0
346.25;48.75;1
348.75;48.75;1
351.25;48.75;0
353.75;48.75;0
356.25;48.75;0
358.75;48.75;0
1.25;51.25;0
3.75;51.25;0
6.25;51.25;0
8.75;51.25;0
11.25;51.25;0
13.75;51.25;0
16.25;51.25;0
18.75;51.25;0
21.25;51.25;0
23.75;51.25;0
26.25;51.25;0
28.75;51.25;0
31.25;51.25;0
33.75;51.25;0
36.25;51.25;0
38.75;51.25;0
41.25;51.25;0
43.75;51.25;0
46.25;51.25;0
48.75;51.25;0
51.25;51.25;0
53.75;51.25;0
56.25;51.25;0
58.75;51.25;0
61.25;51.25;0
63.75;51.25;0
66.25;51.25;0
68.75;51.25;0
71.25;51.25;0
73.75;51.25;0
76.25;51.25;0
78.75;51.25;0
81.25;51.25;0
83.75;51.25;0
86.25;51.25;0
88.75;51.25;0
91.25;51.25;0
93.75;51.25;0
96.25;51.25;0
98.75;51.25;0
101.25;51.25;8
103.75;51.25;0
106.25;51.25;0
108.75;51.25;0
111.25;51.25;0
113.75;51.25;0
116.25;51.25;0
118.75;51.25;0
121.25;51.25;0
123.75;51.25;0
126.25;51.25;0
128.75;51.25;6
131.25;51.25;7
133.75;51.25;0
136.25;51.25;0
138.75;51.25;0
141.25;51.25;0
143.75;51.25;0
146.25;51.25;0
148.75;51.25;0
151.25;51.25;0
153.75;51.25;0
156.25;51.25;0
158.75;51.25;2
161.25;51.25;2
163.75;51.25;2
166.25;51.25;1
168.75;51.25;1
171.25;51.25;1
173.75;51.25;1
176.25;51.25;1
178.75;51.25;2
181.25;51.25;12
183.75;51.25;12
186.25;51.25;12
188.75;51.25;1
191.25;51.25;1
193.75;51.25;1
196.25;51.25;1
198.75;51.25;0
201.25;51.25;0
203.75;51.25;0
206.25;51.25;0
208.75;51.25;0
211.25;51.25;0
213.75;51.25;12
216.25;51.25;12
218.75;51.25;12
221.25;51.25;12
223.75;51.25;12
226.25;51.25;12
228.75;51.25;2
231.25;51.25;0
233.75;51.25;0
236.25;51.25;0
238.75;51.25;0
241.25;51.25;0
243.75;51.25;0
246.25;51.25;0
248.75;51.25;0
251.25;51.25;0
253.75;51.25;0
256.25;51.25;7
258.75;51.25;0
261.25;51.25;0
263.75;51.25;0
266.25;51.25;0
268.75;51.25;0
271.25;51.25;2
273.75;51.25;1
276.25;51.25;1
278.75;51.25;11
281.25;51.25;0
283.75;51.25;0
286.25;51.25;0
288.75;51.25;0
291.25;51.25;12
293.75;51.25;0
296.25;51.25;0
298.75;51.25;0
301.25;51.25;0
303.75;51.25;12
306.25;51.25;12
308.75;51.25;0
311.25;51.25;0
313.75;51.25;9
316.25;51.25;0
318.75;51.25;0
321.25;51.25;1
323.75;51.25;0
326.25;51.25;0
328.75;51.25;0
331.25;51.25;0
333.75;51.25;0
336.25;51.25;0
338.75;51.25;0
341.25;51.25;0
343.75;51.25;0
346.25;51.25;0
348.75;51.25;0
351.25;51.25;1
353.75;51.25;1
356.25;51.25;0
358.75;51.25;12
1.25;53.75;0
3.75;53.75;0
6.25;53.75;6
8.75;53.75;0
11.25;53.75;0
13.75;53.75;0
16.25;53.75;0
18.75;53.75;0
21.25;53.75;0
23.75;53.75;0
26.25;53.75;0
28.75;53.75;0
31.25;53.75;0
33.75;53.75;0
36.25;53.75;0
38.75;53.75;0
41.25;53.75;0
43.75;53.75;0
46.25;53.75;0
48.75;53.75;0
51.25;53.75;0
53.75;53.75;0
56.25;53.75;0
58.75;53.75;0
61.25;53.75;0
63.75;53.75;0
66.25;53.75;0
68.75;53.75;0
71.25;53.75;0
73.75;53.75;0
76.25;53.75;0
78.75;53.75;0
81.25;53.75;0
83.75;53.75;0
86.25;53.75;0
88.75;53.75;0
91.25;53.75;0
93.75;53.75;0
96.25;53.75;0
98.75;53.75;0
101.25;53.75;0
103.75;53.75;0
106.25;53.75;0
108.75;53.75;0
111.25;53.75;0
113.75;53.75;0
116.25;53.75;0
118.75;53.75;0
121.25;53.75;0
123.75;53.75;0
126.25;53.75;0
128.75;53.75;0
131.25;53.75;6
133.75;53.75;0
136.25;53.75;0
138.75;53.75;0
141.25;53.75;0
143.75;53.75;0
146.25;53.75;0
148.75;53.75;0
151.25;53.75;0
153.75;53.75;0
156.25;53.75;9
158.75;53.75;0
161.25;53.75;2
163.75;53.75;2
166.25;53.75;2
168.75;53.75;2
171.25;53.75;2
173.75;53.75;2
176.25;53.75;2
178.75;53.75;2
181.25;53.75;1
183.75;53.75;2
186.25;53.75;2
188.75;53.75;1
191.25;53.75;12
193.75;53.75;12
196.25;53.75;1
198.75;53.75;0
201.25;53.75;0
203.75;53.75;0
206.25;53.75;0
208.75;53.75;0
211.25;53.75;12
213.75;53.75;12
216.25;53.75;12
218.75;53.75;12
221.25;53.75;12
223.75;53.75;12
226.25;53.75;0
228.75;53.75;0
231.25;53.75;0
233.75;53.75;0
236.25;53.75;1
238.75;53.75;2
241.25;53.75;0
243.75;53.75;0
246.25;53.75;0
248.75;53.75;0
251.25;53.75;0
253.75;53.75;0
256.25;53.75;0
258.75;53.75;0
261.25;53.75;0
263.75;53.75;0
266.25;53.75;0
268.75;53.75;0
271.25;53.75;0
273.75;53.75;0
276.25;53.75;0
278.75;53.75;1
281.25;53.75;0
283.75;53.75;0
286.25;53.75;8
288.75;53.75;0
291.25;53.75;0
293.75;53.75;0
296.25;53.75;0
298.75;53.75;0
301.25;53.75;0
303.75;53.75;0
306.25;53.75;0
308.75;53.75;0
311.25;53.75;0
313.75;53.75;0
316.25;53.75;11
318.75;53.75;12
321.25;53.75;0
323.75;53.75;10
326.25;53.75;0
328.75;53.75;0
331.25;53.75;0
333.75;53.75;0
336.25;53.75;0
338.75;53.75;0
341.25;53.75;0
343.75;53.75;6
346.25;53.75;5
348.75;53.75;0
351.25;53.75;0
353.75;53.75;0
356.25;53.75;0
358.75;53.75;0
1.25;56.25;1
3.75;56.25;0
6.25;56.25;0
8.75;56.25;0
11.25;56.25;0
13.75;56.25;0
16.25;56.25;0
18.75;56.25;0
21.25;56.25;0
23.75;56.25;0
26.25;56.25;0
28.75;56.25;0
31.25;56.25;0
33.75;56.25;0
36.25;56.25;0
38.75;56.25;0
41.25;56.25;0
43.75;56.25;0
46.25;56.25;0
48.75;56.25;0
51.25;56.25;0
53.75;56.25;0
56.25;56.25;0
58.75;56.25;0
61.25;56.25;0
63.75;56.25;0
66.25;56.25;0
68.75;56.25;0
71.25;56.25;0
73.75;56.25;0
76.25;56.25;0
78.75;56.25;0
81.25;56.25;0
83.75;56.25;0
86.25;56.25;0
88.75;56.25;0
91.25;56.25;0
93.75;56.25;0
96.25;56.25;0
98.75;56.25;0
101.25;56.25;0
103.75;56.25;0
106.25;56.25;0
108.75;56.25;0
111.25;56.25;0
113.75;56.25;0
116.25;56.25;0
118.75;56.25;0
121.25;56.25;0
123.75;56.25;0
126.25;56.25;0
128.75;56.25;0
131.25;56.25;0
133.75;56.25;0
136.25;56.25;0
138.75;56.25;0
141.25;56.25;0
143.75;56.25;0
146.25;56.25;0
148.75;56.25;4
151.25;56.25;4
153.75;56.25;9
156.25;56.25;10
158.75;56.25;8
161.25;56.25;0
163.75;56.25;0
166.25;56.25;0
168.75;56.25;12
171.25;56.25;12
173.75;56.25;12
176.25;56.25;12
178.75;56.25;12
181.25;56.25;11
183.75;56.25;0
186.25;56.25;0
188.75;56.25;0
191.25;56.25;0
193.75;56.25;0
196.25;56.25;0
198.75;56.25;0
201.25;56.25;0
203.75;56.25;5
206.25;56.25;3
208.75;56.25;3
211.25;56.25;0
213.75;56.25;0
216.25;56.25;12
218.75;56.25;12
221.25;56.25;12
223.75;56.25;0
226.25;56.25;0
228.75;56.25;0
231.25;56.25;0
233.75;56.25;0
236.25;56.25;0
238.75;56.25;0
241.25;56.25;0
243.75;56.25;0
246.25;56.25;0
248.75;56.25;0
251.25;56.25;12
253.75;56.25;12
256.25;56.25;0
258.75;56.25;0
261.25;56.25;0
263.75;56.25;0
266.25;56.25;0
268.75;56.25;0
271.25;56.25;0
273.75;56.25;0
276.25;56.25;9
278.75;56.25;9
281.25;56.25;0
283.75;56.25;0
286.25;56.25;9
288.75;56.25;0
291.25;56.25;0
293.75;56.25;0
296.25;56.25;12
298.75;56.25;0
301.25;56.25;0
303.75;56.25;0
306.25;56.25;0
308.75;56.25;0
311.25;56.25;0
313.75;56.25;11
316.25;56.25;11
318.75;56.25;12
321.25;56.25;11
323.75;56.25;11
326.25;56.25;11
328.75;56.25;0
331.25;56.25;0
333.75;56.25;0
336.25;56.25;0
338.75;56.25;0
341.25;56.25;10
343.75;56.25;0
346.25;56.25;6
348.75;56.25;6
351.25;56.25;0
353.75;56.25;0
356.25;56.25;0
358.75;56.25;0
1.25;58.75;0
3.75;58.75;0
6.25;58.75;0
8.75;58.75;11
11.25;58.75;10
13.75;58.75;0
16.25;58.75;0
18.75;58.75;0
21.25;58.75;11
23.75;58.75;0
26.25;58.75;0
28.75;58.75;0
31.25;58.75;0
33.75;58.75;8
36.25;58.75;7
38.75;58.75;6
41.25;58.75;0
43.75;58.75;0
46.25;58.75;0
48.75;58.75;0
51.25;58.75;0
53.75;58.75;0
56.25;58.75;0
58.75;58.75;1
61.25;58.75;1
63.75;58.75;0
66.25;58.75;0
68.75;58.75;0
71.25;58.75;0
73.75;58.75;0
76.25;58.75;0
78.75;58.75;0
81.25;58.75;0
83.75;58.75;0
86.25;58.75;0
88.75;58.75;0
91.25;58.75;0
93.75;58.75;0
96.25;58.75;0
98.75;58.75;0
101.25;58.75;0
103.75;58.75;0
106.25;58.75;0
108.75;58.75;0
111.25;58.75;0
113.75;58.75;0
116.25;58.75;0
118.75;58.75;0
121.25;58.75;0
123.75;58.75;0
126.25;58.75;0
128.75;58.75;0
131.25;58.75;0
133.75;58.75;0
136.25;58.75;0
138.75;58.75;0
141.25;58.75;0
143.75;58.75;5
146.25;58.75;0
148.75;58.75;0
151.25;58.75;0
153.75;58.75;10
156.25;58.75;7
158.75;58.75;7
161.25;58.75;8
163.75;58.75;7
166.25;58.75;0
168.75;58.75;0
171.25;58.75;0
173.75;58.75;0
176.25;58.75;0
178.75;58.75;0
181.25;58.75;0
183.75;58.75;0
186.25;58.75;0
188.75;58.75;0
191.25;58.75;0
193.75;58.75;0
196.25;58.75;0
198.75;58.75;0
201.25;58.75;0
203.75;58.75;0
206.25;58.75;3
208.75;58.75;2
211.25;58.75;2
213.75;58.75;3
216.25;58.75;2
218.75;58.75;2
221.25;58.75;2
223.75;58.75;0
226.25;58.75;0
228.75;58.75;0
231.25;58.75;0
233.75;58.75;0
236.25;58.75;0
238.75;58.75;0
241.25;58.75;0
243.75;58.75;0
246.25;58.75;0
248.75;58.75;2
251.25;58.75;2
253.75;58.75;0
256.25;58.75;0
258.75;58.75;0
261.25;58.75;0
263.75;58.75;0
266.25;58.75;0
268.75;58.75;0
271.25;58.75;0
273.75;58.75;0
276.25;58.75;0
278.75;58.75;0
281.25;58.75;0
283.75;58.75;0
286.25;58.75;0
288.75;58.75;0
291.25;58.75;0
293.75;58.75;0
296.25;58.75;12
298.75;58.75;0
301.25;58.75;0
303.75;58.75;0
306.25;58.75;0
308.75;58.75;0
311.25;58.75;0
313.75;58.75;0
316.25;58.75;0
318.75;58.75;10
321.25;58.75;10
323.75;58.75;11
326.25;58.75;12
328.75;58.75;12
331.25;58.75;12
333.75;58.75;11
336.25;58.75;11
338.75;58.75;0
341.25;58.75;12
343.75;58.75;11
346.25;58.75;11
348.75;58.75;11
351.25;58.75;0
353.75;58.75;0
356.25;58.75;0
358.75;58.75;1
1.25;61.25;0
3.75;61.25;0
6.25;61.25;0
8.75;61.25;0
11.25;61.25;10
13.75;61.25;10
16.25;61.25;0
18.75;61.25;0
21.25;61.25;0
23.75;61.25;0
26.25;61.25;0
28.75;61.25;0
31.25;61.25;0
33.75;61.25;0
36.25;61.25;0
38.75;61.25;0
41.25;61.25;0
43.75;61.25;0
46.25;61.25;0
48.75;61.25;0
51.25;61.25;0
53.75;61.25;0
56.25;61.25;0
58.75;61.25;0
61.25;61.25;0
63.75;61.25;0
66.25;61.25;0
68.75;61.25;0
71.25;61.25;0
73.75;61.25;0
76.25;61.25;0
78.75;61.25;0
81.25;61.25;0
83.75;61.25;0
86.25;61.25;0
88.75;61.25;0
91.25;61.25;0
93.75;61.25;0
96.25;61.25;0
98.75;61.25;0
101.25;61.25;0
103.75;61.25;0
106.25;61.25;0
108.75;61.25;0
111.25;61.25;0
113.75;61.25;0
116.25;61.25;0
118.75;61.25;0
121.25;61.25;0
123.75;61.25;0
126.25;61.25;0
128.75;61.25;0
131.25;61.25;0
133.75;61.25;0
136.25;61.25;0
138.75;61.25;0
141.25;61.25;5
143.75;61.25;5
146.25;61.25;0
148.75;61.25;0
151.25;61.25;7
153.75;61.25;0
156.25;61.25;7
158.75;61.25;0
161.25;61.25;7
163.75;61.25;7
166.25;61.25;7
168.75;61.25;8
171.25;61.25;8
173.75;61.25;0
176.25;61.25;0
178.75;61.25;0
181.25;61.25;0
183.75;61.25;0
186.25;61.25;0
188.75;61.25;0
191.25;61.25;0
193.75;61.25;0
196.25;61.25;12
198.75;61.25;0
201.25;61.25;0
203.75;61.25;0
206.25;61.25;0
208.75;61.25;1
211.25;61.25;2
213.75;61.25;2
216.25;61.25;2
218.75;61.25;2
221.25;61.25;0
223.75;61.25;0
226.25;61.25;6
228.75;61.25;10
231.25;61.25;0
233.75;61.25;0
236.25;61.25;0
238.75;61.25;0
241.25;61.25;0
243.75;61.25;0
246.25;61.25;0
248.75;61.25;0
251.25;61.25;0
253.75;61.25;0
256.25;61.25;0
258.75;61.25;0
261.25;61.25;0
263.75;61.25;0
266.25;61.25;1
268.75;61.25;0
271.25;61.25;0
273.75;61.25;0
276.25;61.25;0
278.75;61.25;0
281.25;61.25;0
283.75;61.25;0
286.25;61.25;11
288.75;61.25;10
291.25;61.25;0
293.75;61.25;0
296.25;61.25;0
298.75;61.25;0
301.25;61.25;0
303.75;61.25;0
306.25;61.25;0
308.75;61.25;0
311.25;61.25;0
313.75;61.25;0
316.25;61.25;0
318.75;61.25;0
321.25;61.25;0
323.75;61.25;3
326.25;61.25;11
328.75;61.25;12
331.25;61.25;12
333.75;61.25;12
336.25;61.25;12
338.75;61.25;12
341.25;61.25;12
343.75;61.25;12
346.25;61.25;12
348.75;61.25;12
351.25;61.25;12
353.75;61.25;0
356.25;61.25;0
358.75;61.25;0
1.25;63.75;0
3.75;63.75;0
6.25;63.75;0
8.75;63.75;0
11.25;63.75;0
13.75;63.75;0
16.25;63.75;0
18.75;63.75;0
21.25;63.75;0
23.75;63.75;0
26.25;63.75;0
28.75;63.75;0
31.25;63.75;0
33.75;63.75;6
36.25;63.75;7
38.75;63.75;0
41.25;63.75;0
43.75;63.75;0
46.25;63.75;0
48.75;63.75;1
51.25;63.75;0
53.75;63.75;0
56.25;63.75;0
58.75;63.75;0
61.25;63.75;0
63.75;63.75;0
66.25;63.75;0
68.75;63.75;0
71.25;63.75;0
73.75;63.75;0
76.25;63.75;0
78.75;63.75;0
81.25;63.75;0
83.75;63.75;0
86.25;63.75;0
88.75;63.75;0
91.25;63.75;0
93.75;63.75;0
96.25;63.75;0
98.75;63.75;0
101.25;63.75;0
103.75;63.75;2
106.25;63.75;0
108.75;63.75;0
111.25;63.75;0
113.75;63.75;0
116.25;63.75;0
118.75;63.75;0
121.25;63.75;0
123.75;63.75;0
126.25;63.75;0
128.75;63.75;0
131.25;63.75;0
133.75;63.75;5
136.25;63.75;5
138.75;63.75;5
141.25;63.75;7
143.75;63.75;7
146.25;63.75;7
148.75;63.75;7
151.25;63.75;7
153.75;63.75;0
156.25;63.75;0
158.75;63.75;0
161.25;63.75;0
163.75;63.75;0
166.25;63.75;8
168.75;63.75;8
171.25;63.75;8
173.75;63.75;0
176.25;63.75;0
178.75;63.75;0
181.25;63.75;0
183.75;63.75;12
186.25;63.75;0
188.75;63.75;2
191.25;63.75;2
193.75;63.75;0
196.25;63.75;0
198.75;63.75;0
201.25;63.75;0
203.75;63.75;0
206.25;63.75;0
208.75;63.75;0
211.25;63.75;0
213.75;63.75;0
216.25;63.75;0
218.75;63.75;0
221.25;63.75;0
223.75;63.75;0
226.25;63.75;0
228.75;63.75;8
231.25;63.75;0
233.75;63.75;6
236.25;63.75;6
238.75;63.75;0
241.25;63.75;0
243.75;63.75;0
246.25;63.75;0
248.75;63.75;0
251.25;63.75;0
253.75;63.75;0
256.25;63.75;0
258.75;63.75;0
261.25;63.75;0
263.75;63.75;0
266.25;63.75;0
268.75;63.75;0
271.25;63.75;9
273.75;63.75;0
276.25;63.75;0
278.75;63.75;0
281.25;63.75;0
283.75;63.75;0
286.25;63.75;0
288.75;63.75;11
291.25;63.75;11
293.75;63.75;11
296.25;63.75;0
298.75;63.75;0
301.25;63.75;0
303.75;63.75;0
306.25;63.75;0
308.75;63.75;1
311.25;63.75;0
313.75;63.75;0
316.25;63.75;0
318.75;63.75;0
321.25;63.75;0
323.75;63.75;0
326.25;63.75;0
328.75;63.75;7
331.25;63.75;11
333.75;63.75;11
336.25;63.75;0
338.75;63.75;0
341.25;63.75;0
343.75;63.75;0
346.25;63.75;0
348.75;63.75;12
351.25;63.75;12
353.75;63.75;12
356.25;63.75;12
358.75;63.75;0
1.25;66.25;12
3.75;66.25;12
6.25;66.25;0
8.75;66.25;0
11.25;66.25;0
13.75;66.25;0
16.25;66.25;0
18.75;66.25;0
21.25;66.25;0
23.75;66.25;7
26.25;66.25;0
28.75;66.25;0
31.25;66.25;0
33.75;66.25;0
36.25;66.25;0
38.75;66.25;0
41.25;66.25;0
43.75;66.25;0
46.25;66.25;0
48.75;66.25;0
51.25;66.25;0
53.75;66.25;0
56.25;66.25;0
58.75;66.25;0
61.25;66.25;0
63.75;66.25;0
66.25;66.25;0
68.75;66.25;0
71.25;66.25;0
73.75;66.25;0
76.25;66.25;0
78.75;66.25;0
81.25;66.25;0
83.75;66.25;0
86.25;66.25;0
88.75;66.25;0
91.25;66.25;0
93.75;66.25;0
96.25;66.25;0
98.75;66.25;0
101.25;66.25;0
103.75;66.25;0
106.25;66.25;0
108.75;66.25;0
111.25;66.25;0
113.75;66.25;0
116.25;66.25;0
118.75;66.25;0
121.25;66.25;0
123.75;66.25;0
126.25;66.25;0
128.75;66.25;0
131.25;66.25;1
133.75;66.25;1
136.25;66.25;0
138.75;66.25;0
141.25;66.25;0
143.75;66.25;0
146.25;66.25;0
148.75;66.25;0
151.25;66.25;1
153.75;66.25;2
156.25;66.25;1
158.75;66.25;1
161.25;66.25;2
163.75;66.25;2
166.25;66.25;2
168.75;66.25;0
171.25;66.25;0
173.75;66.25;0
176.25;66.25;0
178.75;66.25;0
181.25;66.25;2
183.75;66.25;2
186.25;66.25;0
188.75;66.25;0
191.25;66.25;0
193.75;66.25;0
196.25;66.25;0
198.75;66.25;0
201.25;66.25;0
203.75;66.25;0
206.25;66.25;0
208.75;66.25;0
211.25;66.25;0
213.75;66.25;0
216.25;66.25;0
218.75;66.25;0
221.25;66.25;0
223.75;66.25;0
226.25;66.25;0
228.75;66.25;0
231.25;66.25;0
233.75;66.25;0
236.25;66.25;0
238.75;66.25;0
241.25;66.25;12
243.75;66.25;0
246.25;66.25;0
248.75;66.25;0
251.25;66.25;0
253.75;66.25;0
256.25;66.25;0
258.75;66.25;0
261.25;66.25;0
263.75;66.25;0
266.25;66.25;0
268.75;66.25;0
271.25;66.25;11
273.75;66.25;11
276.25;66.25;11
278.75;66.25;9
281.25;66.25;0
283.75;66.25;8
286.25;66.25;0
288.75;66.25;0
291.25;66.25;0
293.75;66.25;0
296.25;66.25;0
298.75;66.25;0
301.25;66.25;0
303.75;66.25;0
306.25;66.25;0
308.75;66.25;1
311.25;66.25;1
313.75;66.25;8
316.25;66.25;0
318.75;66.25;0
321.25;66.25;0
323.75;66.25;0
326.25;66.25;0
328.75;66.25;0
331.25;66.25;12
333.75;66.25;12
336.25;66.25;0
338.75;66.25;5
341.25;66.25;5
343.75;66.25;0
346.25;66.25;0
348.75;66.25;12
351.25;66.25;12
353.75;66.25;12
356.25;66.25;12
358.75;66.25;12
1.25;68.75;12
3.75;68.75;12
6.25;68.75;0
8.75;68.75;0
11.25;68.75;0
13.75;68.75;0
16.25;68.75;0
18.75;68.75;0
21.25;68.75;1
23.75;68.75;0
26.25;68.75;0
28.75;68.75;0
31.25;68.75;0
33.75;68.75;0
36.25;68.75;0
38.75;68.75;0
41.25;68.75;0
43.75;68.75;0
46.25;68.75;0
48.75;68.75;0
51.25;68.75;0
53.75;68.75;0
56.25;68.75;0
58.75;68.75;7
61.25;68.75;0
63.75;68.75;0
66.25;68.75;12
68.75;68.75;0
71.25;68.75;0
73.75;68.75;0
76.25;68.75;0
78.75;68.75;0
81.25;68.75;0
83.75;68.75;0
86.25;68.75;0
88.75;68.75;0
91.25;68.75;0
93.75;68.75;0
96.25;68.75;0
98.75;68.75;3
101.25;68.75;3
103.75;68.75;0
106.25;68.75;0
108.75;68.75;0
111.25;68.75;0
113.75;68.75;0
116.25;68.75;0
118.75;68.75;0
121.25;68.75;0
123.75;68.75;1
126.25;68.75;0
128.75;68.75;0
131.25;68.75;0
133.75;68.75;0
136.25;68.75;0
138.75;68.75;0
141.25;68.75;0
143.75;68.75;0
146.25;68.75;0
148.75;68.75;0
151.25;68.75;0
153.75;68.75;2
156.25;68.75;2
158.75;68.75;1
161.25;68.75;2
163.75;68.75;2
166.25;68.75;0
168.75;68.75;0
171.25;68.75;0
173.75;68.75;1
176.25;68.75;1
178.75;68.75;2
181.25;68.75;2
183.75;68.75;0
186.25;68.75;2
188.75;68.75;2
191.25;68.75;0
193.75;68.75;0
196.25;68.75;0
198.75;68.75;0
201.25;68.75;0
203.75;68.75;0
206.25;68.75;0
208.75;68.75;0
211.25;68.75;0
213.75;68.75;0
216.25;68.75;0
218.75;68.75;0
221.25;68.75;0
223.75;68.75;0
226.25;68.75;0
228.75;68.75;0
231.25;68.75;0
233.75;68.75;0
236.25;68.75;0
238.75;68.75;12
241.25;68.75;12
243.75;68.75;11
246.25;68.75;12
248.75;68.75;0
251.25;68.75;0
253.75;68.75;0
256.25;68.75;0
258.75;68.75;0
261.25;68.75;0
263.75;68.75;0
266.25;68.75;9
268.75;68.75;0
271.25;68.75;0
273.75;68.75;11
276.25;68.75;0
278.75;68.75;11
281.25;68.75;0
283.75;68.75;0
286.25;68.75;0
288.75;68.75;0
291.25;68.75;0
293.75;68.75;0
296.25;68.75;0
298.75;68.75;12
301.25;68.75;10
303.75;68.75;11
306.25;68.75;0
308.75;68.75;0
311.25;68.75;0
313.75;68.75;8
316.25;68.75;8
318.75;68.75;0
321.25;68.75;0
323.75;68.75;0
326.25;68.75;0
328.75;68.75;0
331.25;68.75;5
333.75;68.75;5
336.25;68.75;12
338.75;68.75;12
341.25;68.75;12
343.75;68.75;12
346.25;68.75;12
348.75;68.75;12
351.25;68.75;12
353.75;68.75;12
356.25;68.75;12
358.75;68.75;12
1.25;71.25;0
3.75;71.25;0
6.25;71.25;0
8.75;71.25;0
11.25;71.25;0
13.75;71.25;0
16.25;71.25;0
18.75;71.25;0
21.25;71.25;0
23.75;71.25;0
26.25;71.25;0
28.75;71.25;0
31.25;71.25;0
33.75;71.25;12
36.25;71.25;12
38.75;71.25;12
41.25;71.25;12
43.75;71.25;12
46.25;71.25;12
48.75;71.25;12
51.25;71.25;12
53.75;71.25;0
56.25;71.25;0
58.75;71.25;0
61.25;71.25;0
63.75;71.25;0
66.25;71.25;0
68.75;71.25;0
71.25;71.25;0
73.75;71.25;0
76.25;71.25;0
78.75;71.25;0
81.25;71.25;0
83.75;71.25;0
86.25;71.25;0
88.75;71.25;0
91.25;71.25;0
93.75;71.25;0
96.25;71.25;0
98.75;71.25;0
101.25;71.25;0
103.75;71.25;0
106.25;71.25;0
108.75;71.25;0
111.25;71.25;0
113.75;71.25;0
116.25;71.25;0
118.75;71.25;0
121.25;71.25;0
