laditude;longditude;coefficient
-53.75;291.25;0.000000000000000000
-53.75;293.75;0.000000000000000000
-53.75;296.25;0.000000000000000000
-53.75;298.75;0.000000000000000000
-53.75;301.25;0.000000000000000000
-53.75;303.75;0.000000000000000000
-53.75;306.25;0.000000000000000000
-53.75;308.75;0.000000000000000000
-53.75;311.25;0.000000000000000000
-53.75;313.75;0.000000000000000000
-53.75;316.25;0.000000000000000000
-53.75;318.75;0.000000000000000000
-53.75;321.25;0.000000000000000000
-53.75;323.75;0.000000000000000000
-53.75;326.25;0.000000000000000000
-53.75;328.75;0.000000000000000000
-53.75;331.25;0.000000000000000000
-53.75;333.75;0.000000000000000000
-53.75;336.25;0.000000000000000000
-53.75;338.75;0.000000000000000000
-53.75;341.25;0.000000000000000000
-53.75;343.75;0.000000000000000000
-53.75;346.25;0.000000000000000000
-53.75;348.75;0.000000000000000000
-53.75;351.25;0.000000000000000000
-53.75;353.75;0.000000000000000000
-53.75;356.25;0.000000000000000000
-53.75;358.75;0.000000000000000000
-51.25;1.25;0.000000000000000000
-51.25;3.75;0.000000000000000000
-51.25;6.25;0.000000000000000000
-51.25;8.75;0.000000000000000000
-51.25;11.25;0.000000000000000000
-51.25;13.75;0.000000000000000000
-51.25;16.25;0.000000000000000000
-51.25;18.75;0.000000000000000000
-51.25;21.25;0.000000000000000000
-51.25;23.75;0.000000000000000000
-51.25;26.25;0.000000000000000000
-51.25;28.75;0.000000000000000000
-51.25;31.25;0.000000000000000000
-51.25;33.75;0.000000000000000000
-51.25;36.25;0.000000000000000000
-51.25;38.75;0.000000000000000000
-51.25;41.25;0.000000000000000000
-51.25;43.75;0.000000000000000000
-51.25;46.25;0.000000000000000000
-51.25;48.75;0.000000000000000000
-51.25;51.25;0.000000000000000000
-51.25;53.75;0.000000000000000000
-51.25;56.25;0.000000000000000000
-51.25;58.75;0.000000000000000000
-51.25;61.25;0.000000000000000000
-51.25;63.75;0.1229340293523798755
-51.25;66.25;0.000000000000000000
-51.25;68.75;0.000000000000000000
-51.25;71.25;0.000000000000000000
-51.25;73.75;0.000000000000000000
-51.25;76.25;0.000000000000000000
-51.25;78.75;0.000000000000000000
-51.25;81.25;0.000000000000000000
-51.25;83.75;0.000000000000000000
-51.25;86.25;0.000000000000000000
-51.25;88.75;0.000000000000000000
-51.25;91.25;0.000000000000000000
-51.25;93.75;0.000000000000000000
-51.25;96.25;0.000000000000000000
-51.25;98.75;0.000000000000000000
-51.25;101.25;0.000000000000000000
-51.25;103.75;0.000000000000000000
-51.25;106.25;0.000000000000000000
-51.25;108.75;0.000000000000000000
-51.25;111.25;0.000000000000000000
-51.25;113.75;0.000000000000000000
-51.25;116.25;0.000000000000000000
-51.25;118.75;0.000000000000000000
-51.25;121.25;0.000000000000000000
-51.25;123.75;0.000000000000000000
-51.25;126.25;0.000000000000000000
-51.25;128.75;0.000000000000000000
-51.25;131.25;0.03135339717423403505
-51.25;133.75;0.04808948437397953662
-51.25;136.25;0.000000000000000000
-51.25;138.75;0.000000000000000000
-51.25;141.25;0.000000000000000000
-51.25;143.75;0.000000000000000000
-51.25;146.25;0.000000000000000000
-51.25;148.75;0.000000000000000000
-51.25;151.25;0.000000000000000000
-51.25;153.75;0.000000000000000000
-51.25;156.25;0.000000000000000000
-51.25;158.75;0.000000000000000000
-51.25;161.25;0.000000000000000000
-51.25;163.75;0.000000000000000000
-51.25;166.25;0.000000000000000000
-51.25;168.75;0.000000000000000000
-51.25;171.25;0.000000000000000000
-51.25;173.75;0.000000000000000000
-51.25;176.25;0.000000000000000000
-51.25;178.75;0.000000000000000000
-51.25;181.25;0.000000000000000000
-51.25;183.75;0.000000000000000000
-51.25;186.25;0.000000000000000000
-51.25;188.75;0.000000000000000000
-51.25;191.25;0.000000000000000000
-51.25;193.75;0.000000000000000000
-51.25;196.25;0.000000000000000000
-51.25;198.75;0.000000000000000000
-51.25;201.25;0.000000000000000000
-51.25;203.75;0.000000000000000000
-51.25;206.25;-0.05743201608955955662
-51.25;208.75;0.000000000000000000
-51.25;211.25;0.000000000000000000
-51.25;213.75;0.000000000000000000
-51.25;216.25;0.000000000000000000
-51.25;218.75;0.000000000000000000
-51.25;221.25;0.000000000000000000
-51.25;223.75;-0.8111793097449050416
-51.25;226.25;0.000000000000000000
-51.25;228.75;0.000000000000000000
-51.25;231.25;0.000000000000000000
-51.25;233.75;0.000000000000000000
-51.25;236.25;0.000000000000000000
-51.25;238.75;0.000000000000000000
-51.25;241.25;0.000000000000000000
-51.25;243.75;0.000000000000000000
-51.25;246.25;0.000000000000000000
-51.25;248.75;0.000000000000000000
-51.25;251.25;0.000000000000000000
-51.25;253.75;0.000000000000000000
-51.25;256.25;0.000000000000000000
-51.25;258.75;0.000000000000000000
-51.25;261.25;0.000000000000000000
-51.25;263.75;0.000000000000000000
-51.25;266.25;0.000000000000000000
-51.25;268.75;0.000000000000000000
-51.25;271.25;0.000000000000000000
-51.25;273.75;0.000000000000000000
-51.25;276.25;0.000000000000000000
-51.25;278.75;0.000000000000000000
-51.25;281.25;0.000000000000000000
-51.25;283.75;0.000000000000000000
-51.25;286.25;0.000000000000000000
-51.25;288.75;0.000000000000000000
-51.25;291.25;0.01768958530715438252
-51.25;293.75;0.000000000000000000
-51.25;296.25;0.000000000000000000
-51.25;298.75;0.000000000000000000
-51.25;301.25;0.000000000000000000
-51.25;303.75;0.000000000000000000
-51.25;306.25;0.000000000000000000
-51.25;308.75;0.000000000000000000
-51.25;311.25;0.000000000000000000
-51.25;313.75;0.000000000000000000
-51.25;316.25;0.000000000000000000
-51.25;318.75;0.000000000000000000
-51.25;321.25;0.000000000000000000
-51.25;323.75;0.000000000000000000
-51.25;326.25;0.000000000000000000
-51.25;328.75;0.000000000000000000
-51.25;331.25;0.000000000000000000
-51.25;333.75;0.000000000000000000
-51.25;336.25;0.000000000000000000
-51.25;338.75;0.000000000000000000
-51.25;341.25;0.000000000000000000
-51.25;343.75;0.000000000000000000
-51.25;346.25;0.000000000000000000
-51.25;348.75;0.000000000000000000
-51.25;351.25;0.000000000000000000
-51.25;353.75;0.000000000000000000
-51.25;356.25;0.000000000000000000
-51.25;358.75;0.000000000000000000
-48.75;1.25;0.000000000000000000
-48.75;3.75;0.000000000000000000
-48.75;6.25;0.000000000000000000
-48.75;8.75;0.000000000000000000
-48.75;11.25;0.000000000000000000
-48.75;13.75;0.000000000000000000
-48.75;16.25;0.000000000000000000
-48.75;18.75;0.000000000000000000
-48.75;21.25;0.000000000000000000
-48.75;23.75;0.000000000000000000
-48.75;26.25;0.000000000000000000
-48.75;28.75;0.05732628379011089903
-48.75;31.25;0.05844554871190191236
-48.75;33.75;0.000000000000000000
-48.75;36.25;0.000000000000000000
-48.75;38.75;0.000000000000000000
-48.75;41.25;0.000000000000000000
-48.75;43.75;0.000000000000000000
-48.75;46.25;0.000000000000000000
-48.75;48.75;0.000000000000000000
-48.75;51.25;0.000000000000000000
-48.75;53.75;0.000000000000000000
-48.75;56.25;0.000000000000000000
-48.75;58.75;0.06622340360770827272
-48.75;61.25;0.000000000000000000
-48.75;63.75;0.000000000000000000
-48.75;66.25;0.000000000000000000
-48.75;68.75;0.000000000000000000
-48.75;71.25;0.000000000000000000
-48.75;73.75;0.000000000000000000
-48.75;76.25;0.000000000000000000
-48.75;78.75;0.000000000000000000
-48.75;81.25;0.000000000000000000
-48.75;83.75;0.000000000000000000
-48.75;86.25;0.000000000000000000
-48.75;88.75;0.000000000000000000
-48.75;91.25;0.000000000000000000
-48.75;93.75;0.000000000000000000
-48.75;96.25;0.000000000000000000
-48.75;98.75;0.000000000000000000
-48.75;101.25;0.000000000000000000
-48.75;103.75;0.000000000000000000
-48.75;106.25;0.000000000000000000
-48.75;108.75;0.000000000000000000
-48.75;111.25;0.000000000000000000
-48.75;113.75;0.000000000000000000
-48.75;116.25;0.000000000000000000
-48.75;118.75;0.000000000000000000
-48.75;121.25;0.000000000000000000
-48.75;123.75;0.000000000000000000
-48.75;126.25;0.000000000000000000
-48.75;128.75;0.000000000000000000
-48.75;131.25;0.000000000000000000
-48.75;133.75;0.000000000000000000
-48.75;136.25;0.03796924983451897134
-48.75;138.75;0.000000000000000000
-48.75;141.25;0.000000000000000000
-48.75;143.75;0.000000000000000000
-48.75;146.25;0.000000000000000000
-48.75;148.75;0.000000000000000000
-48.75;151.25;0.000000000000000000
-48.75;153.75;0.000000000000000000
-48.75;156.25;0.000000000000000000
-48.75;158.75;0.000000000000000000
-48.75;161.25;0.000000000000000000
-48.75;163.75;0.000000000000000000
-48.75;166.25;0.000000000000000000
-48.75;168.75;0.000000000000000000
-48.75;171.25;0.000000000000000000
-48.75;173.75;0.000000000000000000
-48.75;176.25;0.000000000000000000
-48.75;178.75;0.000000000000000000
-48.75;181.25;0.000000000000000000
-48.75;183.75;-0.03832195049118496122
-48.75;186.25;0.000000000000000000
-48.75;188.75;0.000000000000000000
-48.75;191.25;0.000000000000000000
-48.75;193.75;0.000000000000000000
-48.75;196.25;0.000000000000000000
-48.75;198.75;-0.0007598656245262121883
-48.75;201.25;-0.007848027890643753668
-48.75;203.75;0.06279024239899037851
-48.75;206.25;-0.03488212871902834911
-48.75;208.75;0.000000000000000000
-48.75;211.25;0.05885670979693997940
-48.75;213.75;-0.02239461177716689511
-48.75;216.25;0.000000000000000000
-48.75;218.75;-0.05830827749038719476
-48.75;221.25;-0.04162017823884495149
-48.75;223.75;0.000000000000000000
-48.75;226.25;0.000000000000000000
-48.75;228.75;0.000000000000000000
-48.75;231.25;0.6746445663347290234
-48.75;233.75;0.000000000000000000
-48.75;236.25;0.000000000000000000
-48.75;238.75;0.000000000000000000
-48.75;241.25;0.000000000000000000
-48.75;243.75;0.000000000000000000
-48.75;246.25;-0.08201465920992917491
-48.75;248.75;0.000000000000000000
-48.75;251.25;0.000000000000000000
-48.75;253.75;0.000000000000000000
-48.75;256.25;0.000000000000000000
-48.75;258.75;0.000000000000000000
-48.75;261.25;0.000000000000000000
-48.75;263.75;0.000000000000000000
-48.75;266.25;0.000000000000000000
-48.75;268.75;0.000000000000000000
-48.75;271.25;0.000000000000000000
-48.75;273.75;0.000000000000000000
-48.75;276.25;0.000000000000000000
-48.75;278.75;0.000000000000000000
-48.75;281.25;0.000000000000000000
-48.75;283.75;0.000000000000000000
-48.75;286.25;0.000000000000000000
-48.75;288.75;0.000000000000000000
-48.75;291.25;0.000000000000000000
-48.75;293.75;0.000000000000000000
-48.75;296.25;0.000000000000000000
-48.75;298.75;0.000000000000000000
-48.75;301.25;0.000000000000000000
-48.75;303.75;0.000000000000000000
-48.75;306.25;0.000000000000000000
-48.75;308.75;0.000000000000000000
-48.75;311.25;0.000000000000000000
-48.75;313.75;0.000000000000000000
-48.75;316.25;0.000000000000000000
-48.75;318.75;0.000000000000000000
-48.75;321.25;0.000000000000000000
-48.75;323.75;0.000000000000000000
-48.75;326.25;0.000000000000000000
-48.75;328.75;0.000000000000000000
-48.75;331.25;0.000000000000000000
-48.75;333.75;0.000000000000000000
-48.75;336.25;0.05540175558477074963
-48.75;338.75;0.000000000000000000
-48.75;341.25;-0.004273566257651470815
-48.75;343.75;0.000000000000000000
-48.75;346.25;-0.008590976713714755866
-48.75;348.75;0.000000000000000000
-48.75;351.25;0.000000000000000000
-48.75;353.75;0.000000000000000000
-48.75;356.25;0.000000000000000000
-48.75;358.75;0.000000000000000000
-46.25;1.25;0.000000000000000000
-46.25;3.75;0.000000000000000000
-46.25;6.25;0.000000000000000000
-46.25;8.75;0.000000000000000000
-46.25;11.25;0.000000000000000000
-46.25;13.75;0.000000000000000000
-46.25;16.25;0.000000000000000000
-46.25;18.75;0.000000000000000000
-46.25;21.25;0.000000000000000000
-46.25;23.75;0.000000000000000000
-46.25;26.25;0.000000000000000000
-46.25;28.75;0.000000000000000000
-46.25;31.25;0.000000000000000000
-46.25;33.75;0.000000000000000000
-46.25;36.25;0.000000000000000000
-46.25;38.75;0.000000000000000000
-46.25;41.25;0.000000000000000000
-46.25;43.75;0.000000000000000000
-46.25;46.25;0.000000000000000000
-46.25;48.75;0.000000000000000000
-46.25;51.25;0.000000000000000000
-46.25;53.75;0.000000000000000000
-46.25;56.25;0.000000000000000000
-46.25;58.75;0.000000000000000000
-46.25;61.25;0.000000000000000000
-46.25;63.75;0.000000000000000000
-46.25;66.25;0.000000000000000000
-46.25;68.75;0.000000000000000000
-46.25;71.25;0.000000000000000000
-46.25;73.75;-0.1922088643325699786
-46.25;76.25;0.000000000000000000
-46.25;78.75;0.000000000000000000
-46.25;81.25;0.000000000000000000
-46.25;83.75;0.000000000000000000
-46.25;86.25;0.08136513677420433022
-46.25;88.75;0.000000000000000000
-46.25;91.25;0.000000000000000000
-46.25;93.75;0.000000000000000000
-46.25;96.25;0.000000000000000000
-46.25;98.75;0.000000000000000000
-46.25;101.25;0.000000000000000000
-46.25;103.75;0.000000000000000000
-46.25;106.25;0.000000000000000000
-46.25;108.75;0.000000000000000000
-46.25;111.25;0.000000000000000000
-46.25;113.75;0.000000000000000000
-46.25;116.25;0.000000000000000000
-46.25;118.75;0.000000000000000000
-46.25;121.25;-0.005405545805703374992
-46.25;123.75;0.000000000000000000
-46.25;126.25;0.000000000000000000
-46.25;128.75;0.000000000000000000
-46.25;131.25;0.000000000000000000
-46.25;133.75;0.000000000000000000
-46.25;136.25;0.000000000000000000
-46.25;138.75;0.000000000000000000
-46.25;141.25;0.000000000000000000
-46.25;143.75;0.000000000000000000
-46.25;146.25;0.000000000000000000
-46.25;148.75;0.000000000000000000
-46.25;151.25;0.000000000000000000
-46.25;153.75;0.000000000000000000
-46.25;156.25;0.000000000000000000
-46.25;158.75;0.000000000000000000
-46.25;161.25;0.000000000000000000
-46.25;163.75;0.000000000000000000
-46.25;166.25;0.000000000000000000
-46.25;168.75;0.000000000000000000
-46.25;171.25;0.000000000000000000
-46.25;173.75;0.000000000000000000
-46.25;176.25;0.000000000000000000
-46.25;178.75;0.06169114343596154154
-46.25;181.25;0.000000000000000000
-46.25;183.75;0.000000000000000000
-46.25;186.25;0.000000000000000000
-46.25;188.75;0.000000000000000000
-46.25;191.25;0.000000000000000000
-46.25;193.75;0.000000000000000000
-46.25;196.25;0.000000000000000000
-46.25;198.75;0.000000000000000000
-46.25;201.25;0.000000000000000000
-46.25;203.75;0.000000000000000000
-46.25;206.25;0.000000000000000000
-46.25;208.75;0.000000000000000000
-46.25;211.25;-0.08592019620876249764
-46.25;213.75;0.000000000000000000
-46.25;216.25;0.000000000000000000
-46.25;218.75;0.000000000000000000
-46.25;221.25;0.03550578858191858617
-46.25;223.75;0.000000000000000000
-46.25;226.25;0.000000000000000000
-46.25;228.75;0.000000000000000000
-46.25;231.25;0.000000000000000000
-46.25;233.75;0.000000000000000000
-46.25;236.25;0.000000000000000000
-46.25;238.75;0.000000000000000000
-46.25;241.25;-0.04630412888240371255
-46.25;243.75;0.000000000000000000
-46.25;246.25;0.000000000000000000
-46.25;248.75;0.000000000000000000
-46.25;251.25;0.000000000000000000
-46.25;253.75;0.000000000000000000
-46.25;256.25;0.000000000000000000
-46.25;258.75;0.000000000000000000
-46.25;261.25;0.000000000000000000
-46.25;263.75;0.000000000000000000
-46.25;266.25;0.000000000000000000
-46.25;268.75;0.000000000000000000
-46.25;271.25;0.000000000000000000
-46.25;273.75;0.000000000000000000
-46.25;276.25;0.000000000000000000
-46.25;278.75;0.000000000000000000
-46.25;281.25;0.000000000000000000
-46.25;283.75;0.000000000000000000
-46.25;286.25;0.000000000000000000
-46.25;288.75;0.000000000000000000
-46.25;291.25;0.000000000000000000
-46.25;293.75;0.000000000000000000
-46.25;296.25;0.01011335737309202593
-46.25;298.75;0.000000000000000000
-46.25;301.25;0.000000000000000000
-46.25;303.75;0.000000000000000000
-46.25;306.25;0.000000000000000000
-46.25;308.75;0.000000000000000000
-46.25;311.25;-0.1222198932550803419
-46.25;313.75;0.000000000000000000
-46.25;316.25;0.000000000000000000
-46.25;318.75;0.000000000000000000
-46.25;321.25;0.000000000000000000
-46.25;323.75;0.000000000000000000
-46.25;326.25;0.000000000000000000
-46.25;328.75;0.000000000000000000
-46.25;331.25;0.000000000000000000
-46.25;333.75;0.000000000000000000
-46.25;336.25;0.000000000000000000
-46.25;338.75;0.000000000000000000
-46.25;341.25;0.000000000000000000
-46.25;343.75;0.000000000000000000
-46.25;346.25;0.000000000000000000
-46.25;348.75;0.000000000000000000
-46.25;351.25;0.000000000000000000
-46.25;353.75;0.000000000000000000
-46.25;356.25;0.000000000000000000
-46.25;358.75;0.000000000000000000
-43.75;1.25;0.000000000000000000
-43.75;3.75;0.000000000000000000
-43.75;6.25;0.000000000000000000
-43.75;8.75;0.000000000000000000
-43.75;11.25;0.000000000000000000
-43.75;13.75;0.000000000000000000
-43.75;16.25;0.000000000000000000
-43.75;18.75;0.000000000000000000
-43.75;21.25;0.000000000000000000
-43.75;23.75;0.000000000000000000
-43.75;26.25;0.000000000000000000
-43.75;28.75;0.000000000000000000
-43.75;31.25;0.000000000000000000
-43.75;33.75;0.000000000000000000
-43.75;36.25;0.000000000000000000
-43.75;38.75;0.000000000000000000
-43.75;41.25;0.000000000000000000
-43.75;43.75;0.000000000000000000
-43.75;46.25;0.08671360935858500596
-43.75;48.75;0.000000000000000000
-43.75;51.25;0.000000000000000000
-43.75;53.75;0.000000000000000000
-43.75;56.25;0.000000000000000000
-43.75;58.75;0.000000000000000000
-43.75;61.25;0.000000000000000000
-43.75;63.75;0.000000000000000000
-43.75;66.25;0.1451922211609940616
-43.75;68.75;0.000000000000000000
-43.75;71.25;0.000000000000000000
-43.75;73.75;0.000000000000000000
-43.75;76.25;0.000000000000000000
-43.75;78.75;0.000000000000000000
-43.75;81.25;0.000000000000000000
-43.75;83.75;0.000000000000000000
-43.75;86.25;0.000000000000000000
-43.75;88.75;0.000000000000000000
-43.75;91.25;0.000000000000000000
-43.75;93.75;0.000000000000000000
-43.75;96.25;0.000000000000000000
-43.75;98.75;0.000000000000000000
-43.75;101.25;0.000000000000000000
-43.75;103.75;0.000000000000000000
-43.75;106.25;0.07023721903339341655
-43.75;108.75;0.000000000000000000
-43.75;111.25;0.000000000000000000
-43.75;113.75;-0.008061743104866065171
-43.75;116.25;-0.04773140995800200653
-43.75;118.75;-0.03874347912835734986
-43.75;121.25;-0.03713779620662721603
-43.75;123.75;0.000000000000000000
-43.75;126.25;0.000000000000000000
-43.75;128.75;0.000000000000000000
-43.75;131.25;-0.01847006647662824408
-43.75;133.75;0.000000000000000000
-43.75;136.25;0.000000000000000000
-43.75;138.75;0.000000000000000000
-43.75;141.25;0.000000000000000000
-43.75;143.75;0.000000000000000000
